InvalidationType|fl.core|The InvalidationType class defines InvalidationType constants that are used by the type property of an event object that is dispatched after a component is invalidated.
InvalidCategoryError|mx.logging.errors|This error is thrown when a category specified for a logger contains invalid characters or is malformed.
InvalidFilterError|mx.logging.errors|This error is thrown when a filter specified for a target contains invalid characters or is malformed.
InvalidSWFError|flash.errors|The Flash runtimes throw this exception when they encounter a corrupted SWF file.
InvokeEvent|flash.events|The NativeApplication object of an AIR application dispatches an invoke event when the application is invoked.
InvokeEvent|mx.rpc.events|The event that indicates an RPC operation has been invoked.
InvokeEventReason|flash.desktop|The InvokeEventReason class enumerates values returned by the reason property of an InvokeEvent object.
IOError|flash.errors|The IOError exception is thrown when some type of input or output failure occurs.
IOErrorEvent|flash.events|An IOErrorEvent object is dispatched when an error causes input or output operations to fail.
IOLAPAttribute|mx.olap|The IOLAPAttribute interface represents an attribute within a dimension of an OLAP schema.
IOLAPAxisPosition|mx.olap|The IOLAPAxisPosition interface represents a position on an OLAP axis.
IOLAPCell|mx.olap|The IOLAPCell interface represents a cell in an OLAPResult instance.
IOLAPCube|mx.olap|The IOLAPCube interface represents an OLAP cube that holds an N-dimensional representation of a flat data set.
IOLAPCustomAggregator|mx.olap|The IOLAPCustomAggregator interface defines the interface implemented by custom aggregator classes.
IOLAPDimension|mx.olap|The IOLAPDimension interface represents a dimension in an IOLAPCube instance.
IOLAPElement|mx.olap|The IOLAPElement interface defines a base interface that provides common properties for all OLAP elements.
IOLAPHierarchy|mx.olap|The IOLAPHierarchy interface represents a user-defined hierarchy in a dimension of an OLAP schema.
IOLAPLevel|mx.olap|The IOLAPLevel interface represents a level within the OLAP schema of an OLAP cube, where a hierarchy of a dimension contains one or more levels.
IOLAPMember|mx.olap|The IOLAPMember interface represents a member of a level of an OLAP schema.
IOLAPQuery|mx.olap|The IOLAPQuery interface represents an OLAP query that is executed on an IOLAPCube.
IOLAPQueryAxis|mx.olap|The IOLAPQueryAxis interface represents an axis of an OLAP query.
IOLAPResult|mx.olap|The IOLAPResult interface represents the result of a query on an OLAP cube.
IOLAPResultAxis|mx.olap|The IOLAPResultAxis interface represents an axis of the result of an OLAP query.
IOLAPSchema|mx.olap|The IOLAPSchema interface represents the OLAP schema.
IOLAPSet|mx.olap|The IOLAPSet interface represents a set, which is used to configure the axis of an OLAP query.
IOLAPTuple|mx.olap|The IOLAPTuple interface represents a tuple.
IOperation|flashx.undo|IOperation defines the interface for operations that can be undone and redone.
IOverride|mx.states|The IOverride interface is used for view state overrides.
IPersistenceManager|spark.managers|IPersistenceManager defines the interface that all persistence managers must implement.
IPlainTextExporter|flashx.textLayout.conversion|This interface should be implemented by converters that export plain text.
IPreloaderDisplay|mx.preloaders|Defines the interface that a class must implement to be used as a download progress bar.
IProgrammaticSkin|mx.core|The IProgrammaticSkin interface defines the interface that skin classes must implement if they use the name property skin interface.
IPropertyChangeNotifier|mx.core|The IPropertyChangeNotifier interface defines a marker interface.
IPVersion|flash.net|The IPVersion class defines constants representing the different families of IP addresses.
IRawChildrenContainer|mx.core|The IRawChildrenContainer interface defines the APIs for containers that can return an IChildList that represents all their children.
IRectangularBorder|mx.core|The IRectangularBorder interface defines the interface that all classes used for rectangular border skins should implement.
IRepeater|mx.core|The IRepeater interface defines the public APIs of the Repeater object.
IRepeaterClient|mx.core|The IRepeaterClient interface defines the APIs for components that can have multiple instances created by a Repeater.
IResourceBundle|mx.resources|The IResourceBundle and IResourceManager interfaces work together to provide localization support for Flex applications.
IResourceManager|mx.resources|The APIs of the IResourceManager interface provide localization support for Flex applications.
IResponder|mx.rpc|This interface provides the contract for any service that needs to respond to remote or asynchronous calls.
Iris|fl.transitions|The Iris class reveals the movie clip object by using an animated mask of a square shape or a circle shape that zooms in or out.
Iris|mx.effects|The Iris effect animates the effect target by expanding or contracting a rectangular mask centered on the target.
IrisInstance|mx.effects.effectClasses|The IrisInstance class implements the instance class for the Iris effect.
ISandboxSupport|flashx.textLayout.container|Interface to support TLF content in a sub-application.
ISearchableText|flash.accessibility|The ISearchableText interface can be implemented by objects that contain text which should be searchable on the web.
ISelectableList|mx.core|The ISelectableList interface indicates that the implementor is an IList element that supports a selectedIndex property.
ISelectionManager|flashx.textLayout.edit|The ISelectionManager interface defines the interface for handling text selection.
ISharedDisplayObject|spark.core|The ISharedDisplayObject interface defines the minimum requirements that a DisplayObject must implement to be shared between IGraphicElement objects.
ISimpleStyleClient|mx.styles|This interface describes the properties and methods that an object must implement so that it can participate in the style subsystem.
ISimpleTextSelection|flash.accessibility|The ISimpleTextSelection class can be used to add support for the MSAA ISimpleTextSelection interface to an AccessibilityImplementation.
ISort|mx.collections|The ISort interface defines the interface for classes that provide the sorting information required to sort the data of a collection view.
ISortField|mx.collections|The ISortField interface defines the interface for classes that are used with ISort classes, to provide the sorting information required to sort the specific fields or property in a collection view.
IStackable|mx.charts.chartClasses|The IStackable interface is implemented by any series that can be stacked.
IStackable2|mx.charts.chartClasses|The IStackable2 interface is implemented by any series that can be stacked.
IStateClient|mx.core|The IStateClient interface defines the interface that components must implement to support view states.
IStateClient2|mx.core|The IStateClient2 interface defines the interface that components must implement to support Flex 4 view state semantics.
IStroke|mx.graphics|Defines the interface that classes that define a line must implement.
IStyleClient|mx.styles|This interface describes the properties and methods that an object must implement so that it can fully participate in the style subsystem.
IStyleManager|mx.styles|The IStyleManager class manages the following: Which CSS style properties the class inherits Which style properties are colors, and therefore get special handling A list of strings that are aliases for color values This interface was used by Flex 2.0.1.
IStyleManager2|mx.styles|The IStyleManager2 class manages the following: Which CSS style properties the class inherits Which style properties are colors, and therefore get special handling A list of strings that are aliases for color values 
IStyleModule|mx.styles|Simple interface to manipulate style modules.
ISummaryCalculator|mx.collections|The ISummaryCalculator interface defines the interface implemented by custom summary calculator classes.
ISWFBridgeGroup|mx.core|A sandbox bridge group is a group of bridges that represent applications that this application can communicate with.
ISWFBridgeProvider|mx.core|An implementor of ISWFBridgeProvider provides a bridge to an application in a different security sandbox or to an application that was compiled with a different version of the Flex compiler and is running in a separate ApplicationDomain.
ISWFContext|flashx.textLayout.compose|The ISWFContext interface allows a SWF file to share its context with other SWF files that load it.
ISWFLoader|mx.core|The ISWFLoader interface defines an API with special properties and method required when loading compatible applications and untrusted applications.
ISystemManager|mx.managers|An ISystemManager manages an "application window".
ITabStopFormat|flashx.textLayout.formats|This interface provides read access to tab stop-related properties.
ItemClickEvent|mx.events|Represents events that are dispatched when a navigation item on a navigator bar, such as a ButtonBar, LinkBar, or TabBar control, has been clicked.
ItemPendingError|mx.collections.errors|This error is thrown when retrieving an item from a collection view requires an asynchronous call.
ItemRenderer|spark.components.supportClasses|The ItemRenderer class is the base class for Spark item renderers.
ItemResponder|mx.collections|The ItemResponder class provides a default implementation of the mx.rpc.IResponder interface.
ITextExporter|flashx.textLayout.conversion|Interface for exporting text content from a TextFlow instance to a given format, which may for example be String or XML format, or a user-defined format.
ITextImporter|flashx.textLayout.conversion|Interface for importing text content into a TextFlow from an external source.
ITextInput|mx.core|Defines an interface for a single-line text field that is optionally editable.
ITextLayoutFormat|flashx.textLayout.formats|This interface provides read access to FlowElements-related properties.
ITextLayoutImporter|flashx.textLayout.conversion|This interface should be implemented by converters that import TextLayout structured data.
IToggleButton|mx.core|The IToggleButton interface is a marker interface that indicates that a component acts as a toggleable button.
IToolTip|mx.core|The IToolTip interface defines the API that tooltip-like components must implement in order to work with the ToolTipManager.
IToolTipManagerClient|mx.managers|Components that implement IToolTipManagerClient can have tooltips and must have a toolTip getter/setter.
ITransientDeferredInstance|mx.core|The ITransientDeferredInstance interface extends IDeferredInstance and adds the ability for the user to reset the deferred instance factory to its initial state (usually this implies releasing any known references to the component, such as the setting the owning document property that refers to the instance to null).
ITreeDataDescriptor|mx.controls.treeClasses|Interface providing methods for parsing and adding nodes to a collection of data that is displayed by a Tree control.
ITreeDataDescriptor2|mx.controls.treeClasses|The ITreeDataDescriptor2 Interface defines methods for parsing and adding nodes to a collection of data that is displayed by a Tree control.
ITween|fl.motion|The ITween interface defines the application programming interface (API) that interpolation classes implement in order to work with the fl.motion classes.
IUIComponent|mx.core|The IUIComponent interface defines the basic set of APIs that you must implement to create a child of a Flex container or list.
IUID|mx.core|The IUID interface defines the interface for objects that must have Unique Identifiers (UIDs) to uniquely identify the object.
IUITextField|mx.core|The IUITextField interface defines the basic set of APIs for UITextField instances.
IUndoManager|flashx.undo|IUndoManager defines the interface for managing the undo and redo stacks.
IURIDereferencer|flash.security|IURIDereferencer defines an interface for objects that resolve URIs in an XML signature.
IValidator|mx.validators|This interface specifies the methods and properties that a Validator object must implement.
IValidatorListener|mx.validators|The interface that components implement to support the Flex data validation mechanism.
IVerticalJustificationLine|flashx.textLayout.compose|The IVerticalJustificationLine interface defines the methods and properties required to allow the vertical justification of text lines.
IViewCursor|mx.collections|Defines the interface for enumerating a collection view bi-directionally.
IViewport|spark.core|The IViewport interface is implemented by components that support a viewport.
IVisualElement|mx.core|The IVisualElement interface defines the minimum properties and methods required for a visual element to be laid out and displayed in a Spark container.
IVisualElementContainer|mx.core|The IVisualElementContainer interface defines the minimum properties and methods required for a container to manage Spark components for display.
IVPEvent|fl.video|The IVPEvent interface is implemented by video events that apply to a specific VideoPlayer object within the FLVPlayback component.
IWindow|mx.core|The IWindow interface defines the API for components that serve as top-level containers in Flex-based AIR applications (containers that represent operating system windows).
IXMLDecoder|mx.rpc.xml|Decodes an XML document to an ActionScript object graph based on XML Schema definitions.
IXMLEncoder|mx.rpc.xml|Encodes an ActionScript object graph to XML based on an XML schema.
IXMLNotifiable|mx.utils|The IXMLNotifiable interface.
IXMLSchemaInstance|mx.rpc.xml|An ActionScript type should implement this interface when it needs to instruct an XML Schema based encoder (such as the WebService SOAP client) which concrete type definition to use while encoding instances of the type.
JointStyle|flash.display|The JointStyle class is an enumeration of constant values that specify the joint style to use in drawing lines.
JPEGEncoder|mx.graphics.codec|The JPEGEncoder class converts raw bitmap images into encoded images using Joint Photographic Experts Group (JPEG) compression.
JPEGEncoderOptions|flash.display|The JPEGEncoderOptions class defines a compression algorithm for the flash.display.BitmapData.encode() method.
JPEGLoaderContext|flash.system|The JPEGLoaderContext class includes a property for enabling a deblocking filter when loading a JPEG image.
JPEGXREncoderOptions|flash.display|The JPEGXREncoderOptions class defines a compression algorithm for the flash.display.BitmapData.encode() method.
JSON|Top Level|The JSON class lets applications import and export data using JavaScript Object Notation (JSON) format.
JustificationRule|flashx.textLayout.formats|Defines values for setting the justificationRule property of the TextLayoutFormat class.
JustificationStyle|flash.text.engine|The JustificationStyle class is an enumeration of constant values for setting the justificationStyle property of the EastAsianJustifier class.
Kerning|flash.text.engine|The Kerning class is an enumeration of constant values used with ElementFormat.kerning.
Keyboard|flash.ui|The Keyboard class is used to build an interface that can be controlled by a user with a standard keyboard.
KeyboardEvent|flash.events|A KeyboardEvent object id dispatched in response to user input through a keyboard.
KeyboardType|flash.ui|The KeyboardType class is an enumeration class that provides values for different categories of physical computer or device keyboards.
Keyframe|fl.motion|The Keyframe class defines the visual state at a specific time in a motion tween.
Keyframe|spark.effects.animation|The Keyframe class defines the value of a property at a specific time during an effect.
KeyframeBase|fl.motion|The KeyframeBase class defines the visual state at a specific time in a motion tween.
KeyLocation|flash.ui|The KeyLocation class contains constants that indicate the location of a key pressed on the keyboard or keyboard-like input device.
Label|fl.controls|A Label component displays one or more lines of plain or HTML-formatted text that can be formatted for alignment and size.
Label|mx.controls|The Label control displays a single line of noneditable text.
Label|spark.components|Label is a low-level UIComponent that can render one or more lines of uniformly-formatted text.
LabelAccImpl|mx.accessibility|LabelAccImpl is a subclass of AccessibilityImplementation which implements accessibility for the Label class.
LabelAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the Label control.
LabelButton|fl.controls|The LabelButton class is an abstract class that extends the BaseButton class by adding a label, an icon, and toggle functionality.
LabelButtonAccImpl|fl.accessibility|The LabelButtonAccImpl class, also called the LabelButton Accessibility Implementation class, is used to make a LabelButton component accessible.
LabelItemRenderer|spark.components|The LabelItemRenderer class defines the default item renderer for a list-based control in the mobile theme.
LabelUtil|spark.utils|The LabelUtil class is used by components to determine the correct text to display for their renderers or sub-parts.
LastOperationStatus|flash.globalization|The LastOperationStatus class enumerates constant values that represent the status of the most recent globalization service operation.
LastOperationStatus|spark.globalization|The LastOperationStatus class enumerates constant values that represent the status of the most recent globalization service operation.
LayoutBase|spark.layouts.supportClasses|The LayoutBase class defines the base class for all Spark layouts.
LayoutContainer|mx.core|Flex defines a default, or Application, container that lets you start adding content to your module or Application without explicitly defining another container.
LayoutDirection|mx.core|The LayoutDirection class defines the constant values for the layoutDirection style of an IStyleClient and the layoutDirection property of an ILayoutDirectionElement.
LayoutEvent|fl.video|Event dispatched when the video player is resized and/or laid out.
LayoutManager|mx.managers|The LayoutManager is the engine behind Flex's measurement and layout strategy.
LeadingModel|flashx.textLayout.formats|Defines values for setting the leadingModel property of the TextLayoutFormat class, composed of valid combinations of leading basis and leading direction.
Legend|mx.charts|The Legend control adds a legend to your charts, where the legend displays the label for each data series in the chart and a key showing the chart element for the series.
LegendAutomationImpl|mx.automation.delegates.charts|Defines the methods and properties required to perform instrumentation for the Legend class.
LegendData|mx.charts.chartClasses|The LegendData structure is used by charts to describe the items that should be displayed in an auto-generated legend.
LegendItem|mx.charts|Controls the individual legend elements in a chart legend.
LegendItemAutomationImpl|mx.automation.delegates.charts|Defines the methods and properties required to perform instrumentation for the LegendItem class.
LegendMouseEvent|mx.charts.events|The LegendMouseEvent class represents event objects that are specific to the chart legend components.
LigatureLevel|flash.text.engine|The LigatureLevel class is an enumeration of constant values used in setting the ligatureLevel property of the ElementFormat class.
Line|spark.primitives|The Line class is a graphic element that draws a line between two points.
Linear|fl.motion.easing|The Linear class defines easing functions to implement non-accelerated motion with ActionScript animations.
Linear|mx.effects.easing|The Linear class defines easing functions to implement linear motion with Flex effect classes.
Linear|spark.effects.easing|The Linear class defines an easing with three phases: acceleration, uniform motion, and deceleration.
LinearAxis|mx.charts|The LinearAxis class maps numeric values evenly between a minimum and maximum value along a chart axis.
LinearGradient|mx.graphics|The LinearGradient class lets you specify the fill of a graphical element, where a gradient specifies a gradual color transition in the fill color.
LinearGradientStroke|mx.graphics|The LinearGradientStroke class lets you specify a gradient filled stroke.
LineBreak|flashx.textLayout.formats|Defines values for setting the lineBreak property of TextLayoutFormat to specify how lines are broken within wrapping text.
LineChart|mx.charts|The LineChart control represents a data series as points connected by a continuous line.
LineFormattedTarget|mx.logging.targets|All logger target implementations that have a formatted line style output should extend this class.
LineJustification|flash.text.engine|The LineJustification class is an enumeration of constant values used in setting the lineJustfication property of the TextJustifier subclasses.
LineRenderer|mx.charts.renderers|A simple implementation of a line segment renderer that is used by LineSeries objects.
LineScaleMode|flash.display|The LineScaleMode class provides values for the scaleMode parameter in the Graphics.lineStyle() method.
LineSeries|mx.charts.series|Defines a data series for a LineChart control.
LineSeriesAutomationImpl|mx.automation.delegates.charts|Defines the methods and properties required to perform instrumentation for the LineSeries class.
LineSeriesItem|mx.charts.series.items|Represents the information required to render an item as part of a LineSeries.
LineSeriesRenderData|mx.charts.series.renderData|Represents all the information needed by the LineSeries to render.
LineSeriesSegment|mx.charts.series.items|Represents the information required to render a segment in a LineSeries.
LinkBar|mx.controls|A LinkBar control defines a horizontal or vertical row of LinkButton controls that designate a series of link destinations.
LinkBarAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the LinkBar control.
LinkButton|mx.controls|The LinkButton control is a borderless Button control whose contents are highlighted when a user moves the mouse over it.
LinkButtonAccImpl|mx.accessibility|LinkButtonAccImpl is a subclass of AccessibilityImplementation which implements accessibility for the LinkButton class.
LinkButtonSkin|mx.skins.halo|The skin for all the states of a LinkButton.
LinkButtonSkin|mx.skins.spark|The Spark skin class for the MX LinkButton component.
LinkButtonSkin|mx.skins.wireframe|The wireframe skin class for the MX LinkButton component.
LinkedList|mx.utils|Provides a generic doubly linked list implementation.
LinkedListNode|mx.utils|Class representing a doubly linked list node.
LinkElement|flashx.textLayout.elements|The LinkElement class defines a link to a URI (Universal Resource Identifier), which is executed when the user clicks it.
LinkSeparator|mx.skins.halo|The skin for the separator between the Links in a LinkBar.
LinkState|flashx.textLayout.elements|The LinkState class defines a set of constants for the linkState property of the LinkElement class.
List|fl.controls|The List component displays list-based information and is ideally suited for the display of arrays of information.
List|mx.controls|The List control displays a vertical list of items.
List|spark.components|The List control displays a vertical list of items.
ListAccImpl|fl.accessibility|The ListAccImpl class, also called the List Accessiblity Implementation class, is used to make a List component accessible.
ListAccImpl|mx.accessibility|ListAccImpl is a subclass of AccessibilityImplementation which implements accessibility for the List class.
ListAccImpl|spark.accessibility|ListAccImpl is the accessibility implementation class for spark.components.List.
ListAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the List control.
ListBase|mx.controls.listClasses|The ListBase class is the base class for controls that represent lists of items that can have one or more selected and can scroll through the items.
ListBase|spark.components.supportClasses|The ListBase class is the base class for all components that support selection.
ListBaseAccImpl|mx.accessibility|ListBaseAccImpl is a subclass of AccessibilityImplementation which implements accessibility for the ListBase class.
ListBaseAccImpl|spark.accessibility|ListBaseAccImpl is a superclass of the Spark ListAccImpl, DropDownListAccImpl, ComboBoxAccImpl, ButtonBarBaseAccImpl, and TabBarAccImpl.
ListBaseAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the ListBase class.
ListBaseContentHolder|mx.controls.listClasses|The ListBaseContentHolder class defines a container in a list-based control of all of the control's item renderers and item editors.
ListBaseContentHolderAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the ListBaseContentHolder class.
ListBaseSeekPending|mx.controls.listClasses|An object that stores data about a seek operation that was interrupted by an ItemPendingError error.
ListBaseSelectionData|mx.controls.listClasses|Records used by list classes to keep track of what is selected.
ListCollectionView|mx.collections|The ListCollectionView class adds the properties and methods of the ICollectionView interface to an object that conforms to the IList interface.
ListData|fl.controls.listClasses|ListData is a messenger class that holds information relevant to a specific cell in a list-based component.
ListData|mx.controls.listClasses|The ListData class defines the data type of the listData property implemented by drop-in item renderers or drop-in item editors for the List control.
ListDropIndicator|mx.skins.halo|The skin for the drop indicator of a list-based control.
ListDropIndicator|spark.skins.spark|The default skin for the drop indicator of a List component in case List doesn't have a dropIndicator part defined in its skin.
ListElement|flashx.textLayout.elements|The List class is used for grouping together items into a numbered or unnumbered list.
ListEvent|fl.events|The ListEvent class defines events for list-based components including the List, DataGrid, TileList, and ComboBox components.
ListEvent|mx.events|The ListEvent class represents events associated with items in list-based controls such as List, Tree, Menu, and DataGrid.
ListEvent|spark.events|ListEvents dispatched by ListBase components like ButtonBar and List in response to MouseEvents are constructed with the incoming mouse event's properties.
ListEventReason|mx.events|Constants for the values of the reason property of a ListEvent object where the value of the type property is ListEvent.ITEM_EDIT_END.
ListItemDragProxy|mx.controls.listClasses|The default drag proxy used when dragging from an MX list-based control (except for the DataGrid class).
ListItemDragProxy|spark.components.supportClasses|The ListItemDragProxy class defines the default drag proxy used when dragging from a Spark List based control.
ListItemElement|flashx.textLayout.elements|ListItemElement is an item in a list.
ListItemRenderer|mx.controls.listClasses|The ListItemRenderer class defines the default item renderer for a List control.
ListItemRendererAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the ListItemRenderer class.
ListItemSelectEvent|mx.automation.events|The ListItemSelectEvent class represents event objects that are dispatched when an item in a list-based control such as a Menu, DataGrid, or Tree control is selected or deselected.
ListMarkerFormat|flashx.textLayout.formats|Defines the marker format in a ListItemElement.
ListRowInfo|mx.controls.listClasses|Used by the list-based classes to store information about their IListItemRenderers.
ListSkin|spark.skins.mobile|ActionScript-based skin for the List components in mobile applications.
ListSkin|spark.skins.spark|The default skin class for a Spark List component.
ListSkin|spark.skins.wireframe|The default wireframe skin class for the Spark List component.
ListStylePosition|flashx.textLayout.formats|Defines values for setting the listStylePosition property.
ListStyleType|flashx.textLayout.formats|Defines values for setting the listStyleType property of a TextLayoutFormat object.
LivePreviewParent|fl.livepreview|The LivePreviewParent class provides the timeline for a SWC file or for a compiled clip that is being exported when ActionScript 3.0 is selected.
Loader|flash.display|The Loader class is used to load SWF files or image (JPG, PNG, or GIF) files.
LoaderContext|flash.system|The LoaderContext class provides options for loading SWF files and other media by using the Loader class.
LoaderInfo|flash.display|The LoaderInfo class provides information about a loaded SWF file or a loaded image file (JPEG, GIF, or PNG).
LoaderInvalidationEvent|spark.events|The LoaderInvalidationEvent class represents events that are dispatched to notify ContentRequest instances that their original request has been invalidated.
LoaderUtil|mx.utils|The LoaderUtil class defines utility methods for use with Flex RSLs and generic Loader instances.
LoadEvent|mx.rpc.soap|This event is dispatched when a WSDL XML document has loaded successfully.
LoadVoucherSetting|flash.net.drm|The LoadVoucherSetting class provides string constants for use with the settings parameter of the DRMManager loadVoucher() method.
LocalConnection|flash.net|The LocalConnection class lets you create a LocalConnection object that can invoke a method in another LocalConnection object.
Locale|fl.lang|The fl.lang.Locale class allows you to control how multilanguage text is displayed in a SWF file.
Locale|mx.resources|The Locale class can be used to parse a locale String such as "en_US_MAC" into its three parts: a language code, a country code, and a variant.
LocaleID|flash.globalization|The LocaleID class provides methods for parsing and using locale ID names.
LocationChangeEvent|flash.events|An HTMLLoader or StageWebView object dispatches a LocationChangeEvent object when a new page loads.
Log|mx.logging|Provides pseudo-hierarchical logging capabilities with multiple format and output options.
LogAxis|mx.charts|The LogAxis class maps numeric values logarithmically between a minimum and maximum value along a chart axis.
LogEvent|mx.logging|Represents the log information for a single logging event.
LogEventLevel|mx.logging|Static class containing constants for use in the level property.
LogLogger|mx.logging|The logger that is used within the logging framework.
LuminosityMaskShader|mx.graphics.shaderClasses|Creates a blend shader that is equivalent to the luminosity masking option (also known as soft masking) available in Adobe Creative Suite tools.
LuminosityShader|mx.graphics.shaderClasses|Creates a blend shader that is equivalent to the 'Luminosity' blend mode for RGB premultiplied colors available in Adobe Creative Suite tools.
MacCloseButtonSkin|spark.skins.spark.windowChrome|The default skin class for the close button in the title bar of the Spark WindowedApplication component and Spark Window component when you use Flex chrome on an Apple Computer.
MacMaximizeButtonSkin|spark.skins.spark.windowChrome|The default skin class for the maximize button in the title bar of the Spark WindowedApplication component and Spark Window component when you use Flex chrome with an Apple computer.
MacMinimizeButtonSkin|spark.skins.spark.windowChrome|The default skin class for the minimize button in the title bar of the Spark WindowedApplication component and Spark Window component when you use Flex chrome with an Apple computer.
MacTitleBarSkin|spark.skins.spark.windowChrome|The default skin class for the title bar of the Spark WindowedApplication component and Spark Window component for an Apple Macintosh when you use Flex chrome.
MarshalledAutomationEvent|mx.automation.events|The MarshalledAutomationEvents class represents event objects that are dispatched by the AutomationManager.This represents the marshalling related events.
MaskEffect|mx.effects|The MaskEffect class is an abstract base class for all effects that animate a mask, such as the wipe effects and the Iris effect.
MaskEffectInstance|mx.effects.effectClasses|The MaskEffectInstance class is an abstract base class that implements the instance class for the MaskEffect class.
MaskType|spark.core|The MaskType class defines the possible values for the maskType property of the GraphicElement class.
MatchingCollator|spark.globalization|The MatchingCollator class provides locale-sensitve string comparison capabilities with inital settings suitable for general string matching such as finding a matching word in a block of text.
Math|Top Level|The Math class contains methods and constants that represent common mathematical functions and values.
Matrix|flash.geom|The Matrix class represents a transformation matrix that determines how to map points from one coordinate space to another.
Matrix3D|flash.geom|The Matrix3D class represents a transformation matrix that determines the position and orientation of a three-dimensional (3D) display object.
MatrixTransformer|fl.motion|The MatrixTransformer class contains methods for modifying individual properties of a transformation matrix: horizontal and vertical scale, horizontal and vertical skew, and rotation.
MaxAggregator|mx.olap.aggregators|The MaxAggregator class implements the maximum aggregator.
MaximizeButtonSkin|mx.skins.wireframe.windowChrome|The wireframe skin class for the MX WindowedApplication component's maximize button.
MaximizeButtonSkin|spark.skins.spark.windowChrome|The default skin class for the maximize button in the title bar of the Spark WindowedApplication component and Spark Window component when you use Flex chrome.
MediaEvent|flash.events|CameraRoll and CameraUI classes dispatch MediaEvent objects when a media stream is available.
MediaPromise|flash.media|The MediaPromise class represents the promise to deliver a media object.
MediaType|flash.media|The MediaType class enumerates the general types of media that can be returned by a camera.
MemoryError|flash.errors|The MemoryError exception is thrown when a memory allocation request fails.
Menu|mx.controls|The Menu control creates a pop-up menu of individually selectable choices, similar to the File or Edit menu found in most software applications.
MenuAccImpl|mx.accessibility|MenuAccImpl is a subclass of AccessibilityImplementation which implements accessibility for the Menu class.
MenuArrow|mx.skins.spark|The Spark skin class for the branchIcon of an MX Menu component.
MenuArrow|mx.skins.wireframe|The wireframe skin class for the branchIcon of a MX Menu component.
MenuArrowDisabled|mx.skins.spark|The Spark skin class for the disabled branchIcon of an MX Menu component.
MenuArrowDisabled|mx.skins.wireframe|The wireframe skin class for the disabled branchIcon of a MX Menu component.
MenuAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the Menu control.
MenuBar|mx.controls|A MenuBar control defines a horizontal, top-level menu bar that contains one or more menus.
MenuBarAccImpl|mx.accessibility|MenuBarAccImpl is a subclass of AccessibilityImplementation which implements accessibility for the MenuBar class.
MenuBarAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the MenuBar control.
MenuBarBackgroundSkin|mx.skins.halo|The skin for the background of a MenuBar.
MenuBarItem|mx.controls.menuClasses|The MenuBarItem class defines the default item renderer for the top-level menu bar of a MenuBar control.
MenuBarItemAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the MenuBarItem class.
MenuBarItemSkin|mx.skins.wireframe|The wireframe skin class for menu items in the MX MenuBar component.
MenuBarSkin|mx.skins.wireframe|The wireframe skin class for the MX MenuBar component.
MenuCheck|mx.skins.spark|The Spark skin class for the checkIcon of an MX Menu component.
MenuCheck|mx.skins.wireframe|The wireframe skin class for the check icon of the MX Menu component.
MenuCheckDisabled|mx.skins.spark|The Spark skin class for the checkDisabledIcon of an MX Menu component.
MenuCheckDisabled|mx.skins.wireframe|The wireframe skin class for the disabled check icon of a MX Menu component.
MenuEvent|mx.events|The MenuEvent class represents events that are associated with menu activities in controls such as Menu, MenuBar, and PopUpMenuButton.
MenuItemRenderer|mx.controls.menuClasses|The MenuItemRenderer class defines the default item renderer for menu items in any menu control.
MenuItemRendererAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the MenuItemRenderer class.
MenuItemSkin|mx.skins.spark|The wireframe skin class for menu items in the MX Menu component.
MenuListData|mx.controls.menuClasses|The MenuListData class defines the data type of the listData property implemented by drop-in item renderers or drop-in item editors for the Menu and MenuBar control.
MenuRadio|mx.skins.spark|The Spark skin class for the radio icon of the MX Menu component.
MenuRadio|mx.skins.wireframe|The wireframe skin class for the radio icon of the MX Menu component.
MenuRadioDisabled|mx.skins.spark|The Spark skin class for the disabled radio icon of the MX Menu component.
MenuRadioDisabled|mx.skins.wireframe|The wireframe skin class for the disabled radio icon of the MX Menu component.
MenuSeparatorSkin|mx.skins.spark|The Spark skin class for the menu item separators in the MX Menu component.
MenuSeparatorSkin|mx.skins.wireframe|The wireframe skin class for the menu item separators in the MX menu component.
MenuShowEvent|mx.automation.events|The MenuShowEvent class represents events that are associated with menuBar.
MenuSkin|mx.skins.wireframe|The wireframe skin class for the border of the MX Menu component.
MessageChannel|flash.system|The MessageChannel class provides a mechanism for a worker to communicate with another worker.
MessageChannelState|flash.system|This class defines constants that represent the possible values for the MessageChannel class's state property.
MetadataEvent|fl.video|Flash® Player dispatches a MetadataEvent object when the user requests the FLV file's metadata information packet (NetStream.onMetaData) and when cue points (NetStream.onCuePoint) are encountered in the FLV file.
MetadataEvent|mx.events|The MetadataEvent class defines the event type for metadata and cue point events.
